code,code_type,description,category,common_appeal_argument
A1,CARC,"Claim/Service denied. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.) The following will be added to this definition on 7/1/2023, Usage: Use this code only when a more specific Claim Adjustment Reason Code is not available.",,
A2,CARC,Contractual adjustment.,,
A3,CARC,Medicare Secondary Payer liability met.,,
A4,CARC,Medicare Claim PPS Capital Day Outlier Amount.,,
A5,CARC,Medicare Claim PPS Capital Cost Outlier Amount.,,
A6,CARC,Prior hospitalization or 30 day transfer requirement not met.,,
A7,CARC,Presumptive Payment Adjustment,,
A8,CARC,Ungroupable DRG.,,
B1,CARC,Non-covered visits.,,
B2,CARC,Covered visits.,,
B3,CARC,Covered charges.,,
B4,CARC,Late filing penalty.,,
B5,CARC,Coverage/program guidelines were not met or were exceeded.,,
B6,CARC,"This payment is adjusted when performed/billed by this type of provider, by this type of provider in this type of facility, or by a provider of this specialty.",,
B7,CARC,"This provider was not certified/eligible to be paid for this procedure/service on this date of service. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",,
B8,CARC,"Alternative services were available, and should have been utilized. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",,
B9,CARC,Patient is enrolled in a Hospice.,,
B10,CARC,Allowed amount has been reduced because a component of the basic procedure/test was paid. The beneficiary is not liable for more than the charge limit for the basic procedure/test.,,
B11,CARC,The claim/service has been transferred to the proper payer/processor for processing. Claim/service not covered by this payer/processor.,,
B12,CARC,Services not documented in patient's medical records.,,
B13,CARC,Previously paid. Payment for this claim/service may have been provided in a previous payment.,,
B14,CARC,Only one visit or consultation per physician per day is covered.,,
B15,CARC,"This service/procedure requires that a qualifying service/procedure be received and covered. The qualifying other service/procedure has not been received/adjudicated. Usage: Refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment Information REF), if present.",,
B16,CARC,'New Patient' qualifications were not met.,,
B17,CARC,"Payment adjusted because this service was not prescribed by a physician, not prescribed prior to delivery, the prescription is incomplete, or the prescription is not current.",,
B18,CARC,This procedure code and modifier were invalid on the date of service.,,
B19,CARC,Claim/service adjusted because of the finding of a Review Organization.,,
B20,CARC,Procedure/service was partially or fully furnished by another provider.,,
B21,CARC,The charges were reduced because the service/care was partially furnished by another physician.,,
B22,CARC,This payment is adjusted based on the diagnosis.,,
B23,CARC,Procedure billed is not authorized per your Clinical Laboratory Improvement Amendment (CLIA) proficiency test.,,
D1,CARC,Claim/service denied. Level of subluxation is missing or inadequate.,,
D2,CARC,"Claim lacks the name, strength, or dosage of the drug furnished.",,
D3,CARC,Claim/service denied because information to indicate if the patient owns the equipment that requires the part or supply was missing.,,
D4,CARC,Claim/service does not indicate the period of time for which this will be needed.,,
D5,CARC,Claim/service denied. Claim lacks individual lab codes included in the test.,,
D6,CARC,Claim/service denied. Claim did not include patient's medical record for the service.,,
D7,CARC,Claim/service denied. Claim lacks date of patient's most recent physician visit.,,
D8,CARC,Claim/service denied. Claim lacks indicator that 'x-ray is available for review.',,
D9,CARC,"Claim/service denied. Claim lacks invoice or statement certifying the actual cost of the lens, less discounts or the type of intraocular lens used.",,
D10,CARC,Claim/service denied. Completed physician financial relationship form not on file.,,
D11,CARC,Claim lacks completed pacemaker registration form.,,
D12,CARC,Claim/service denied. Claim does not identify who performed the purchased diagnostic test or the amount you were charged for the test.,,
D13,CARC,Claim/service denied. Performed by a facility/supplier in which the ordering/referring physician has a financial interest.,,
D14,CARC,Claim lacks indication that plan of treatment is on file.,,
D15,CARC,Claim lacks indication that service was supervised or evaluated by a physician.,,
D16,CARC,Claim lacks prior payer payment information.,,
D17,CARC,Claim/Service has invalid non-covered days.,,
D18,CARC,Claim/Service has missing diagnosis information.,,
D19,CARC,Claim/Service lacks Physician/Operative or other supporting documentation,,
D20,CARC,Claim/Service missing service/product information.,,
D21,CARC,This (these) diagnosis(es) is (are) missing or are invalid,,
D22,CARC,Reimbursement was adjusted for the reasons to be provided in separate correspondence. (Note: To be used for Workers' Compensation only) - Temporary code to be added for timeframe only until 01/01/2009. Another code to be established and/or for 06/2008 meeting for a revised code to replace or strategy to use another existing code,,
D23,CARC,"This dual eligible patient is covered by Medicare Part D per Medicare Retro-Eligibility. At least one Remark Code must be provided (may be comprised of either the NCPDP Reject Reason Code, or Remittance Advice Remark Code that is not an ALERT.)",,
P1,CARC,"State-mandated Requirement for Property and Casualty, see Claim Payment Remarks Code for specific explanation. To be used for Property and Casualty only.",,
P2,CARC,"Not a work related injury/illness and thus not the liability of the workers' compensation carrier Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Workers' Compensation only.",,
P3,CARC,Workers' Compensation case settled. Patient is responsible for amount of this claim/service through WC 'Medicare set aside arrangement' or other agreement. To be used for Workers' Compensation only. (Use only with Group Code PR),,
P4,CARC,"Workers' Compensation claim adjudicated as non-compensable. This Payer not liable for claim or service/treatment. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Workers' Compensation only",,
P5,CARC,Based on payer reasonable and customary fees. No maximum allowable defined by legislated fee arrangement. To be used for Property and Casualty only.,,
P6,CARC,"Based on entitlement to benefits. Usage: If adjustment is at the Claim Level, the payer must send and the provider should refer to the 835 Insurance Policy Number Segment (Loop 2100 Other Claim Related Information REF qualifier 'IG') for the jurisdictional regulation. If adjustment is at the Line Level, the payer must send and the provider should refer to the 835 Healthcare Policy Identification Segment (loop 2110 Service Payment information REF). To be used for Property and Casualty only.",,
P7,CARC,The applicable fee schedule/fee database does not contain the billed code. Please resubmit a bill with the appropriate fee schedule/fee database code(s) that best describe the service(s) provided and supporting documentation if required. To be used for Property and Casualty only.,,
